Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,z_score
1498,Data Entry,Freelancer,Intermediate,Australia,Mobile Banking,156,8860,54.59,73.17,4.43,6,Hourly,42.05,196,1.313414662956968
1499,Web Development,Fiverr,Expert,Middle East,Crypto,237,8878,62.75,68.99,4.19,31,Fixed,37.61,407,1.3195673953227152
1500,Customer Support,Upwork,Expert,Australia,Crypto,150,2398,41.33,93.17,3.11,56,Fixed,70.69,454,-0.8954162563462323
1501,Web Development,PeoplePerHour,Expert,Canada,PayPal,275,4924,98.81,75.95,3.91,54,Hourly,27.08,378,-0.031982814353059316
1502,Content Writing,Upwork,Beginner,Australia,PayPal,138,3086,71.98,73.96,4.35,85,Hourly,77.67,33,-0.6602451525887886
1503,Web Development,Toptal,Intermediate,USA,Mobile Banking,175,2399,32.65,51.28,4.36,41,Fixed,77.07,253,-0.8950744378814687
1504,App Development,PeoplePerHour,Intermediate,Australia,Bank Transfer,32,5793,10.49,67.06,3.75,18,Hourly,27.33,247,0.265057431526619
1505,Digital Marketing,Freelancer,Expert,USA,Mobile Banking,140,4482,9.25,69.01,4.88,87,Fixed,34.36,433,-0.18306657577862642
1506,Customer Support,PeoplePerHour,Beginner,USA,Crypto,245,6225,24.47,69.94,3.33,23,Hourly,72.69,41,0.41272300830454883
1507,Data Entry,Fiverr,Beginner,UK,PayPal,232,7315,27.13,79.01,4.0,36,Hourly,77.66,288,0.7853051348970107
1508,Web Development,Fiverr,Intermediate,Canada,Crypto,291,6153,44.43,76.68,4.38,25,Fixed,41.04,122,0.3881120788415605
1509,Web Development,PeoplePerHour,Beginner,Asia,PayPal,38,7408,25.41,80.4,4.39,7,Fixed,32.47,26,0.8170942521200372
1510,Graphic Design,Toptal,Expert,Asia,Bank Transfer,6,9313,64.94,88.24,4.3,82,Hourly,46.83,461,1.4682584274949362
1511,Graphic Design,Fiverr,Expert,Europe,Crypto,199,2081,25.07,90.65,3.55,20,Fixed,58.14,58,-1.0037727096763336
1512,Graphic Design,Fiverr,Beginner,Asia,PayPal,98,1299,22.85,85.91,3.31,5,Fixed,29.14,146,-1.2710747491215677
1513,Data Entry,Freelancer,Expert,USA,Mobile Banking,139,9537,49.77,97.78,4.27,18,Fixed,61.55,495,1.5448257636020108
1514,Digital Marketing,PeoplePerHour,Intermediate,Middle East,Mobile Banking,208,6858,89.42,50.91,4.2,33,Hourly,13.62,114,0.6290940964999877
1515,SEO,Fiverr,Expert,Canada,Mobile Banking,254,3606,49.49,59.79,3.36,79,Fixed,13.45,485,-0.4824995509116508
1516,Digital Marketing,Toptal,Beginner,Europe,Crypto,151,8569,44.32,50.38,4.41,35,Fixed,37.04,459,1.2139454897107236
1517,Customer Support,Upwork,Intermediate,Asia,PayPal,258,9038,59.92,82.37,3.91,65,Hourly,34.74,386,1.3742583496849115
1518,Digital Marketing,PeoplePerHour,Expert,Asia,PayPal,180,5349,29.44,94.9,4.34,63,Hourly,32.09,198,0.11329003317152443
1519,Data Entry,Freelancer,Intermediate,Middle East,PayPal,129,3144,38.58,62.17,4.67,85,Hourly,44.37,127,-0.6404196816324924
1520,App Development,Fiverr,Beginner,Australia,Crypto,255,3027,25.31,96.35,3.34,72,Hourly,32.45,375,-0.6804124420098484
1521,App Development,Toptal,Expert,Canada,PayPal,135,1012,59.32,53.01,3.04,71,Fixed,23.46,482,-1.3691766485087573
1522,Data Entry,PeoplePerHour,Expert,Middle East,Bank Transfer,54,5775,71.25,96.72,4.56,41,Fixed,31.66,152,0.2589046991608719
1523,Graphic Design,Toptal,Intermediate,Asia,Crypto,97,5539,69.0,67.58,4.22,50,Hourly,78.24,368,0.17823554147663245
1524,Web Development,Toptal,Expert,Canada,Bank Transfer,224,1318,29.21,55.07,4.4,30,Hourly,38.78,270,-1.264580198291057
1525,Content Writing,Freelancer,Expert,Canada,Bank Transfer,24,5329,79.07,74.29,4.68,38,Fixed,41.13,338,0.1064536638762499
1526,Content Writing,PeoplePerHour,Expert,Asia,Mobile Banking,209,422,29.32,62.84,4.61,35,Fixed,50.36,443,-1.5708495427193558
1527,SEO,Fiverr,Expert,Australia,Crypto,95,4430,19.28,64.24,4.92,66,Hourly,78.83,82,-0.20084113594634018
1528,Web Development,Freelancer,Beginner,Australia,PayPal,177,7667,38.23,65.36,4.07,46,Fixed,26.91,22,0.9056252344938424
1529,SEO,Fiverr,Expert,Asia,Bank Transfer,193,9846,61.79,90.15,3.98,8,Fixed,57.69,10,1.6504476692140022
1530,Graphic Design,Upwork,Intermediate,Canada,Crypto,6,6329,18.49,76.96,3.8,68,Hourly,60.12,186,0.44827212863997634
1531,SEO,Toptal,Beginner,Middle East,PayPal,172,145,66.57,65.57,3.31,37,Hourly,52.51,468,-1.6655332574589081
1532,Web Development,Upwork,Intermediate,UK,Mobile Banking,28,4419,86.99,80.52,4.15,85,Hourly,16.2,115,-0.2046011390587412
1533,Customer Support,Toptal,Intermediate,USA,Crypto,72,3991,32.85,85.81,3.55,13,Hourly,57.38,161,-0.35089944197761613
1534,Web Development,Freelancer,Intermediate,Australia,Crypto,198,7071,47.77,63.63,4.84,73,Fixed,14.49,102,0.7019014294946614
1535,Content Writing,Fiverr,Beginner,Asia,Crypto,88,9442,26.69,70.68,4.17,45,Hourly,51.73,242,1.5123530094494568
1536,App Development,Fiverr,Beginner,UK,PayPal,211,3994,39.32,56.09,4.19,29,Fixed,61.77,6,-0.3498739865833249
1537,Graphic Design,Freelancer,Beginner,Australia,Bank Transfer,53,5918,7.09,59.06,3.71,41,Fixed,24.77,361,0.3077847396220848
1538,Customer Support,PeoplePerHour,Expert,Canada,Bank Transfer,36,5446,95.61,84.06,3.1,56,Fixed,68.91,171,0.1464464242536059
1539,Data Entry,Upwork,Intermediate,Asia,Crypto,174,8091,44.51,59.07,3.06,88,Hourly,12.12,255,1.0505562635536623
1540,Customer Support,Upwork,Beginner,UK,Crypto,133,181,79.94,76.26,3.85,16,Fixed,69.07,246,-1.653227792727414
1541,Customer Support,Fiverr,Intermediate,Asia,PayPal,106,7340,18.55,85.45,3.17,12,Hourly,42.22,474,0.7938505965161038
1542,SEO,Fiverr,Beginner,Middle East,Mobile Banking,39,9632,82.17,55.34,4.21,66,Hourly,25.23,191,1.5772985177545649
1543,Content Writing,Fiverr,Beginner,Middle East,Crypto,203,6566,86.71,78.37,4.76,62,Hourly,19.36,113,0.5292831047889796
1544,SEO,Freelancer,Beginner,Europe,Crypto,81,9391,72.97,62.83,4.77,19,Fixed,76.73,22,1.4949202677465068
1545,SEO,PeoplePerHour,Intermediate,USA,Mobile Banking,18,5956,90.8,98.15,4.32,30,Hourly,15.09,357,0.3207738412831064
1546,Data Entry,Upwork,Expert,USA,Crypto,135,857,20.88,74.18,3.42,16,Hourly,23.94,313,-1.4221585105471348
1547,Graphic Design,Toptal,Beginner,Australia,Bank Transfer,242,100,50.27,90.3,4.73,88,Fixed,34.35,275,-1.6809150883732757
1548,Web Development,Freelancer,Beginner,USA,Crypto,284,5327,63.91,77.51,4.77,13,Hourly,53.42,410,0.10577002694672244
1549,Digital Marketing,Upwork,Beginner,Asia,Bank Transfer,69,105,61.64,52.17,3.39,69,Fixed,48.14,372,-1.6792059960494572
1550,SEO,PeoplePerHour,Expert,Asia,PayPal,142,3714,86.8,81.66,4.47,23,Fixed,18.8,443,-0.44558315671716836
1551,Digital Marketing,Freelancer,Intermediate,Europe,PayPal,273,793,25.49,97.57,3.57,62,Hourly,30.28,135,-1.4440348922920134
1552,Graphic Design,Upwork,Intermediate,Middle East,Bank Transfer,232,6080,21.69,80.08,4.61,31,Hourly,26.71,356,0.3631593309138085
1553,Digital Marketing,Freelancer,Intermediate,UK,Bank Transfer,205,8181,29.07,90.96,4.99,53,Hourly,24.95,194,1.0813199253823977
1554,SEO,Upwork,Intermediate,UK,Mobile Banking,146,129,89.7,94.21,3.06,17,Hourly,38.78,257,-1.6710023528951277
1555,Data Entry,Upwork,Beginner,Middle East,Bank Transfer,104,3016,94.4,61.4,4.79,49,Fixed,59.28,277,-0.6841724451222494
1556,Digital Marketing,PeoplePerHour,Expert,Canada,Bank Transfer,142,3778,59.11,60.6,4.25,49,Hourly,25.22,69,-0.42370677497228987
1557,Graphic Design,Toptal,Beginner,Middle East,Crypto,172,4586,52.63,80.55,4.95,67,Hourly,35.67,358,-0.14751745544319886
1558,Graphic Design,PeoplePerHour,Expert,UK,Mobile Banking,103,175,62.51,70.55,3.93,26,Fixed,37.36,359,-1.6552787035159964
1559,App Development,Upwork,Intermediate,Australia,Bank Transfer,70,5863,63.55,91.99,4.69,13,Hourly,78.35,35,0.2889847240600798
1560,App Development,Freelancer,Expert,Europe,Bank Transfer,51,8460,21.18,95.0,3.12,38,Hourly,76.83,107,1.1766872770514774
1561,Data Entry,PeoplePerHour,Beginner,Middle East,Bank Transfer,235,997,70.21,67.67,3.67,22,Hourly,66.01,23,-1.3743039254802132
1562,Digital Marketing,Toptal,Beginner,Canada,Crypto,150,644,47.97,61.84,3.13,85,Hourly,26.92,139,-1.4949658435418085
1563,Digital Marketing,Upwork,Intermediate,Australia,Crypto,211,5080,54.15,89.03,4.95,29,Hourly,14.76,464,0.02134086615008201
1564,App Development,PeoplePerHour,Beginner,Middle East,Crypto,150,190,7.88,63.74,4.63,45,Fixed,32.18,21,-1.6501514265445403
1565,Web Development,PeoplePerHour,Beginner,Australia,PayPal,156,3105,77.63,91.13,4.71,46,Hourly,28.68,338,-0.6537506017582777
1566,Content Writing,PeoplePerHour,Expert,Middle East,Crypto,283,9872,84.37,71.19,4.88,39,Fixed,45.41,328,1.6593349492978593
1567,Graphic Design,PeoplePerHour,Beginner,Australia,Bank Transfer,144,9118,63.85,83.38,3.17,69,Fixed,64.44,203,1.4016038268660094
1568,Web Development,Freelancer,Intermediate,Asia,Crypto,155,4255,76.13,54.78,3.77,78,Fixed,70.08,379,-0.26065936727999234
1569,Graphic Design,Toptal,Intermediate,USA,Crypto,25,5221,54.66,81.19,3.14,82,Fixed,69.14,223,0.06953726968176745
1570,Customer Support,Toptal,Beginner,Australia,Mobile Banking,258,7832,63.74,72.59,3.42,68,Hourly,35.18,222,0.9620252811798572
1571,Customer Support,Upwork,Intermediate,Asia,Bank Transfer,68,2710,42.48,79.33,3.46,39,Hourly,58.11,80,-0.7887688953399496
1572,Web Development,Fiverr,Expert,USA,Crypto,222,6906,80.23,58.4,3.94,20,Fixed,31.9,406,0.6455013828086466
1573,Customer Support,Freelancer,Expert,UK,PayPal,76,6139,49.49,86.84,3.54,77,Hourly,14.26,329,0.3833266203348683
1574,App Development,Upwork,Beginner,USA,Mobile Banking,166,5368,69.62,93.14,3.2,68,Hourly,59.11,190,0.11978458400203523
1575,App Development,Upwork,Beginner,Australia,Crypto,134,2602,64.04,60.84,3.33,35,Fixed,10.69,285,-0.8256852895344322
1576,Content Writing,PeoplePerHour,Expert,Europe,Mobile Banking,73,3661,71.72,54.79,3.29,8,Hourly,38.64,146,-0.46369953534964586
1577,Web Development,Fiverr,Intermediate,Europe,Mobile Banking,229,8112,79.6,51.18,4.95,52,Fixed,33.06,281,1.0577344513137006
1578,Graphic Design,Fiverr,Beginner,UK,PayPal,250,1090,53.71,82.1,4.52,40,Fixed,58.54,473,-1.3425148082571865
1579,Digital Marketing,Freelancer,Beginner,Australia,PayPal,72,8556,82.24,80.35,4.94,36,Hourly,63.64,383,1.2095018496687953
1580,Graphic Design,Fiverr,Intermediate,USA,PayPal,111,7653,52.24,77.33,3.88,6,Hourly,31.29,10,0.9008397759871501
1581,SEO,Upwork,Beginner,Europe,Bank Transfer,113,4222,95.88,61.6,3.56,86,Hourly,66.81,275,-0.2719393766171953
1582,App Development,Fiverr,Intermediate,Middle East,Mobile Banking,107,2996,76.5,69.55,4.6,70,Fixed,30.57,373,-0.6910088144175239
1583,Data Entry,Fiverr,Intermediate,Canada,Crypto,145,3286,21.26,79.72,3.65,73,Fixed,41.24,55,-0.5918814596360432
1584,Data Entry,Toptal,Intermediate,Australia,PayPal,69,3730,83.81,74.84,3.6,16,Hourly,60.89,172,-0.4401140612809487
1585,App Development,Upwork,Intermediate,Asia,PayPal,138,4857,57.4,99.39,3.47,46,Fixed,58.5,451,-0.05488465149222899
1586,SEO,Fiverr,Intermediate,Asia,Mobile Banking,203,1587,98.52,56.82,3.26,59,Hourly,79.12,302,-1.1726310312696144
1587,Data Entry,Fiverr,Expert,Middle East,Mobile Banking,159,3922,73.29,84.76,3.51,38,Hourly,25.76,203,-0.37448491604631323
1588,Customer Support,PeoplePerHour,Intermediate,Middle East,Mobile Banking,83,1917,13.02,70.22,3.71,18,Hourly,56.36,344,-1.0598309378975848
1589,App Development,Fiverr,Expert,Australia,Crypto,254,1211,42.52,71.41,4.35,12,Hourly,52.68,247,-1.3011547740207756
1590,Data Entry,Fiverr,Intermediate,Canada,Bank Transfer,91,3970,54.14,85.88,3.13,54,Fixed,74.06,313,-0.35807762973765433
1591,App Development,Toptal,Beginner,Europe,Bank Transfer,245,5743,84.71,84.62,3.42,47,Hourly,20.95,265,0.24796650828843264
1592,Content Writing,Upwork,Expert,Canada,PayPal,92,3932,74.29,99.56,4.62,1,Fixed,62.63,21,-0.37106673139867596
1593,Digital Marketing,Freelancer,Beginner,UK,Bank Transfer,176,7788,40.09,56.42,3.29,15,Fixed,49.78,326,0.9469852687302532
1594,Digital Marketing,Upwork,Intermediate,USA,Crypto,21,8506,67.08,55.21,3.69,80,Fixed,29.23,23,1.1924109264306089
1595,Graphic Design,PeoplePerHour,Intermediate,USA,Bank Transfer,227,6381,59.81,86.22,4.73,21,Fixed,43.21,193,0.4660466888076901
1596,SEO,Upwork,Beginner,Middle East,Crypto,298,5232,16.97,78.92,3.31,1,Fixed,33.36,95,0.07329727279416844
1597,App Development,Fiverr,Intermediate,Europe,PayPal,223,9544,27.31,63.71,3.17,67,Fixed,50.55,468,1.547218492855357
1598,Web Development,PeoplePerHour,Beginner,Canada,Mobile Banking,238,9436,37.41,53.97,3.97,12,Hourly,72.23,444,1.5103020986608744
1599,Graphic Design,Upwork,Intermediate,Middle East,Crypto,252,1576,23.57,54.28,3.6,28,Fixed,49.85,262,-1.1763910343820154
1600,Graphic Design,PeoplePerHour,Intermediate,Australia,Mobile Banking,56,8181,19.26,94.71,4.13,39,Hourly,54.22,71,1.0813199253823977
1601,App Development,Freelancer,Expert,Middle East,PayPal,19,4444,10.53,59.59,4.61,37,Fixed,46.31,242,-0.19605567743964802
1602,App Development,Upwork,Beginner,Australia,Crypto,116,1208,87.94,66.17,3.27,60,Hourly,13.58,382,-1.3021802294150668
1603,Graphic Design,Fiverr,Intermediate,Australia,Crypto,188,4417,32.45,61.33,4.16,31,Hourly,26.3,37,-0.20528477598826864
1604,Graphic Design,PeoplePerHour,Beginner,UK,Bank Transfer,11,4680,32.58,67.75,4.01,58,Fixed,44.44,404,-0.11538651975540858
1605,Digital Marketing,Toptal,Expert,UK,Crypto,55,3563,24.59,53.47,3.29,11,Hourly,31.72,391,-0.49719774489649105
1606,Web Development,PeoplePerHour,Beginner,Australia,PayPal,245,1194,50.16,75.95,4.25,29,Hourly,22.72,376,-1.306965687921759
1607,Customer Support,Toptal,Expert,Europe,Mobile Banking,249,118,53.85,53.38,3.55,89,Fixed,45.29,88,-1.6747623560075287
1608,Graphic Design,Fiverr,Beginner,UK,Crypto,190,3767,24.79,90.02,3.98,13,Fixed,32.6,27,-0.42746677808469086
1609,Customer Support,Freelancer,Beginner,UK,PayPal,291,9068,62.81,61.69,3.16,51,Fixed,28.07,91,1.3845129036278232
1610,Digital Marketing,Toptal,Expert,USA,PayPal,96,9411,73.68,77.0,3.92,54,Fixed,42.48,53,1.5017566370417814
1611,Graphic Design,Freelancer,Intermediate,Middle East,Crypto,110,9225,40.51,94.0,3.61,19,Fixed,19.33,158,1.4381784025957283
1612,Data Entry,PeoplePerHour,Intermediate,USA,Bank Transfer,17,9694,60.62,82.54,4.64,58,Fixed,74.94,371,1.598491262569916
1613,Graphic Design,Fiverr,Intermediate,Europe,Crypto,150,9281,52.72,76.65,3.11,36,Fixed,70.74,227,1.4573202366224969
1614,App Development,Toptal,Beginner,UK,Crypto,123,4773,23.58,66.22,3.84,28,Fixed,59.53,472,-0.08359740253238201
1615,SEO,PeoplePerHour,Beginner,Asia,Bank Transfer,207,4263,74.35,66.65,3.92,68,Hourly,17.43,371,-0.2579248195618825
1616,SEO,Upwork,Intermediate,UK,PayPal,145,6463,81.14,83.47,4.45,3,Fixed,64.31,375,0.4940758029183157
1617,Graphic Design,PeoplePerHour,Beginner,Canada,Crypto,119,3516,66.64,99.71,4.15,89,Hourly,66.56,40,-0.5132632127403862
1618,Content Writing,Freelancer,Beginner,Europe,Bank Transfer,156,3076,35.77,83.09,4.33,41,Fixed,63.74,36,-0.6636633372364258
1619,Data Entry,Fiverr,Intermediate,Asia,Mobile Banking,61,7048,93.05,77.89,4.55,35,Fixed,17.98,124,0.6940396048050956
1620,Web Development,Fiverr,Expert,Middle East,Mobile Banking,161,2797,48.26,86.53,4.72,76,Fixed,55.07,421,-0.7590306889055055
1621,Graphic Design,PeoplePerHour,Beginner,Middle East,Bank Transfer,137,7321,30.26,73.26,3.63,84,Fixed,68.4,178,0.787356045685593
1622,Customer Support,Upwork,Beginner,Asia,PayPal,167,6221,43.78,53.01,4.08,81,Hourly,50.41,331,0.4113557344454939
1623,Web Development,Freelancer,Beginner,Middle East,Bank Transfer,279,3905,70.75,78.11,4.68,76,Hourly,55.25,36,-0.3802958299472966
1624,Data Entry,PeoplePerHour,Beginner,Asia,PayPal,187,8803,85.36,97.88,4.98,50,Fixed,42.09,100,1.2939310104654356
1625,Graphic Design,PeoplePerHour,Expert,Europe,Mobile Banking,81,2253,38.87,58.77,4.78,74,Hourly,47.01,30,-0.9449799337369726
1626,Content Writing,Fiverr,Intermediate,Asia,Crypto,48,3469,27.1,84.5,3.74,82,Fixed,12.41,189,-0.5293286805842813
1627,Digital Marketing,Freelancer,Beginner,Asia,Bank Transfer,210,1194,64.52,60.05,3.39,30,Hourly,54.73,145,-1.306965687921759
1628,Content Writing,Upwork,Intermediate,Canada,Mobile Banking,42,2749,92.52,76.79,3.98,72,Fixed,15.7,89,-0.7754379752141644
1629,App Development,Fiverr,Beginner,Canada,Crypto,26,9793,22.41,54.83,4.48,77,Hourly,40.45,5,1.6323312905815248
1630,Content Writing,PeoplePerHour,Expert,USA,Mobile Banking,77,610,81.29,72.52,3.99,70,Hourly,30.49,392,-1.5065876713437754
1631,Customer Support,Fiverr,Intermediate,Europe,Bank Transfer,245,1237,50.28,87.81,3.97,54,Hourly,48.18,138,-1.2922674939369188
1632,Digital Marketing,Fiverr,Expert,Europe,Bank Transfer,158,3183,80.95,67.38,4.68,71,Fixed,19.34,94,-0.6270887615067071
1633,App Development,Toptal,Beginner,Canada,Crypto,241,3461,53.03,83.25,3.72,85,Hourly,58.42,118,-0.5320632283023912
1634,Digital Marketing,Fiverr,Expert,Australia,Bank Transfer,9,1739,40.85,89.77,4.72,51,Fixed,65.65,365,-1.1206746246255281
1635,SEO,Fiverr,Expert,Australia,Mobile Banking,225,4457,71.19,96.36,3.81,28,Hourly,21.43,119,-0.19161203739771956
1636,Digital Marketing,Freelancer,Beginner,USA,Crypto,90,2473,90.56,61.73,3.66,64,Fixed,17.3,385,-0.8697798714889529
1637,Graphic Design,Fiverr,Beginner,Australia,Crypto,181,1419,35.42,69.97,3.91,85,Fixed,20.19,122,-1.2300565333499205
1638,Web Development,Upwork,Intermediate,Australia,Mobile Banking,263,6057,48.77,57.62,4.52,21,Fixed,71.4,284,0.3552975062242428
1639,SEO,PeoplePerHour,Beginner,Australia,PayPal,224,6778,26.79,99.62,3.25,88,Hourly,46.97,365,0.6017486193188896
1640,SEO,Freelancer,Intermediate,UK,Crypto,42,8822,22.42,96.35,3.39,27,Hourly,42.71,376,1.3004255612959463
1641,Web Development,Fiverr,Expert,USA,PayPal,146,1026,78.9,77.0,4.9,27,Fixed,17.47,178,-1.364391190002065
1642,Customer Support,Upwork,Expert,Canada,Mobile Banking,239,4322,24.06,92.1,3.35,77,Fixed,55.47,489,-0.23775753014082265
1643,SEO,PeoplePerHour,Intermediate,Australia,Mobile Banking,207,6547,80.37,76.05,4.14,50,Fixed,70.76,324,0.5227885539584687
1644,Digital Marketing,Freelancer,Beginner,Middle East,Crypto,298,168,45.78,81.18,4.16,29,Hourly,67.97,406,-1.6576714327693423
1645,Content Writing,Upwork,Beginner,Asia,Bank Transfer,176,1592,99.53,54.46,3.98,39,Hourly,53.82,483,-1.1709219389457959
1646,Data Entry,Fiverr,Expert,UK,Crypto,129,4912,23.75,87.76,4.29,57,Hourly,15.27,6,-0.036084635930224034
1647,Customer Support,Toptal,Intermediate,Australia,Bank Transfer,69,3093,13.83,56.39,3.46,37,Hourly,17.87,383,-0.6578524233354425
1648,Digital Marketing,Toptal,Expert,Asia,PayPal,285,1022,12.17,91.3,4.11,64,Hourly,13.45,311,-1.36575846386112
1649,App Development,Freelancer,Expert,Asia,Bank Transfer,276,965,84.36,89.1,3.74,48,Fixed,28.02,126,-1.3852421163526525
1650,App Development,Upwork,Beginner,UK,Crypto,248,6671,46.59,85.44,4.32,22,Fixed,19.5,76,0.5651740435891708
1651,Content Writing,PeoplePerHour,Intermediate,USA,Bank Transfer,19,9679,5.3,51.81,3.28,30,Fixed,28.2,233,1.59336398559846
1652,Customer Support,Upwork,Expert,Middle East,Mobile Banking,230,636,88.1,65.16,4.14,28,Fixed,36.95,317,-1.4977003912599183
1653,Customer Support,Toptal,Beginner,Middle East,PayPal,135,8592,88.31,63.16,3.37,23,Hourly,76.01,73,1.2218073144002894
1654,Content Writing,Freelancer,Expert,Middle East,Mobile Banking,199,5675,81.61,68.01,3.56,4,Hourly,52.73,483,0.22472285268449926
1655,Customer Support,Fiverr,Expert,Australia,Mobile Banking,297,7404,28.59,54.38,3.44,3,Fixed,68.45,463,0.8157269782609823
1656,SEO,Upwork,Beginner,UK,Mobile Banking,213,4641,40.41,96.85,3.37,61,Hourly,59.72,270,-0.1287174398811939
1657,Graphic Design,Toptal,Beginner,Middle East,Mobile Banking,117,2612,75.77,77.69,4.65,4,Fixed,17.88,308,-0.8222671048867949
1658,Graphic Design,PeoplePerHour,Intermediate,Asia,Bank Transfer,248,6889,51.49,65.28,3.57,65,Hourly,61.51,426,0.6396904689076631
1659,Customer Support,Freelancer,Expert,Asia,Mobile Banking,170,8514,19.61,69.85,4.85,12,Hourly,29.26,466,1.1951454741487186
1660,SEO,Fiverr,Intermediate,Europe,Bank Transfer,195,2977,28.07,72.36,4.94,13,Fixed,54.74,468,-0.6975033652480347
1661,SEO,Upwork,Beginner,Europe,Mobile Banking,261,6245,97.4,80.03,4.14,34,Fixed,33.87,119,0.4195593775998233
1662,Web Development,PeoplePerHour,Beginner,UK,Crypto,222,6326,19.35,75.78,3.29,59,Fixed,79.84,34,0.4472466732456852
1663,Web Development,Fiverr,Expert,Australia,Mobile Banking,279,4340,73.98,95.97,3.75,73,Hourly,28.45,206,-0.23160479777507556
1664,Data Entry,Toptal,Intermediate,Australia,Crypto,56,5932,50.41,74.85,4.6,31,Hourly,29.54,495,0.31257019812877695
1665,Data Entry,Toptal,Intermediate,USA,Bank Transfer,162,6496,76.12,99.61,3.73,71,Hourly,75.15,269,0.5053558122555187
1666,Data Entry,PeoplePerHour,Expert,USA,PayPal,59,5217,67.81,92.57,3.17,13,Fixed,11.73,92,0.06816999582271253
1667,Data Entry,Toptal,Expert,Middle East,Bank Transfer,18,1572,46.72,60.43,4.11,54,Fixed,58.77,452,-1.1777583082410703
1668,Content Writing,Freelancer,Intermediate,Canada,PayPal,273,9073,38.62,96.53,4.69,2,Fixed,60.77,377,1.3862219959516418
1669,Content Writing,PeoplePerHour,Beginner,Asia,PayPal,94,611,76.66,55.82,4.59,33,Hourly,68.55,176,-1.5062458528790115
1670,Web Development,Toptal,Beginner,USA,Mobile Banking,31,3590,35.7,90.87,3.35,50,Hourly,78.21,273,-0.4879686463478704
1671,Graphic Design,Upwork,Expert,Australia,PayPal,93,1529,79.84,69.03,4.35,7,Fixed,78.29,178,-1.1924565022259106
1672,SEO,Toptal,Intermediate,Asia,Bank Transfer,45,6727,69.59,93.9,3.44,18,Fixed,14.57,128,0.5843158776159395
1673,App Development,Freelancer,Intermediate,Canada,Mobile Banking,272,1255,59.88,93.4,3.44,51,Fixed,67.53,124,-1.2861147615711717
1674,Graphic Design,Fiverr,Intermediate,USA,PayPal,142,6710,40.04,90.3,4.75,8,Hourly,55.24,26,0.5785049637149562
1675,Digital Marketing,Fiverr,Beginner,UK,Bank Transfer,10,8898,24.48,89.5,3.5,55,Hourly,55.31,63,1.3264037646179896
1676,Content Writing,Toptal,Beginner,Europe,PayPal,246,639,72.49,65.23,3.53,76,Fixed,18.98,59,-1.4966749358656273
1677,Data Entry,Fiverr,Intermediate,USA,PayPal,166,4376,13.68,54.05,3.0,43,Fixed,55.51,218,-0.21929933304358143
1678,Data Entry,Toptal,Intermediate,USA,Mobile Banking,184,4954,97.2,70.15,4.74,59,Fixed,78.77,216,-0.021728260410147526
1679,Digital Marketing,Freelancer,Expert,UK,Mobile Banking,10,9613,97.98,58.68,4.59,30,Hourly,73.83,168,1.570803966924054
1680,Graphic Design,Fiverr,Expert,Australia,Bank Transfer,275,6471,17.37,84.75,4.25,59,Hourly,40.74,148,0.49681035063642554
1681,Data Entry,Upwork,Intermediate,Middle East,Mobile Banking,276,3809,14.87,67.3,4.5,9,Hourly,12.8,269,-0.41311040256461434
1682,Graphic Design,Toptal,Intermediate,UK,Mobile Banking,160,8989,44.21,98.78,3.3,68,Fixed,35.36,115,1.3575092449114887
1683,SEO,Fiverr,Beginner,Middle East,Crypto,89,8705,96.55,82.05,3.92,39,Fixed,67.85,244,1.2604328009185903
1684,Digital Marketing,Freelancer,Intermediate,USA,Crypto,204,8995,43.03,91.12,3.7,81,Fixed,59.1,147,1.3595601557000712
1685,App Development,Freelancer,Expert,Australia,Bank Transfer,14,5986,39.56,56.63,3.19,11,Fixed,42.15,91,0.3310283952260182
1686,Graphic Design,Upwork,Beginner,Canada,Mobile Banking,142,8824,71.84,93.1,3.97,2,Fixed,13.86,84,1.3011091982254739
1687,SEO,Freelancer,Expert,USA,Bank Transfer,246,2255,21.98,96.14,4.84,23,Fixed,39.88,86,-0.9442962968074452
1688,Customer Support,Freelancer,Expert,UK,Crypto,205,4164,39.52,74.35,3.08,63,Fixed,42.83,394,-0.2917648475734914
1689,Customer Support,Fiverr,Beginner,Canada,Crypto,160,4077,32.67,80.31,3.58,22,Fixed,75.0,119,-0.3215030540079356
1690,Graphic Design,Toptal,Expert,Europe,Crypto,279,4866,62.15,88.24,3.42,61,Fixed,54.88,449,-0.051808285309355454
1691,Customer Support,PeoplePerHour,Intermediate,Canada,Bank Transfer,229,7238,20.46,58.74,3.48,26,Fixed,31.82,339,0.7589851131102037
1692,Graphic Design,Freelancer,Expert,UK,Mobile Banking,72,2858,57.13,75.13,4.82,12,Fixed,46.77,23,-0.7381797625549182
1693,Data Entry,Freelancer,Beginner,Asia,PayPal,188,3653,86.47,69.93,3.94,32,Hourly,14.62,374,-0.46643408306775563
1694,Web Development,PeoplePerHour,Beginner,Canada,Mobile Banking,199,3963,53.85,57.32,3.93,9,Fixed,78.08,88,-0.36047035899100044
1695,Customer Support,Freelancer,Beginner,UK,Bank Transfer,46,1469,69.93,68.38,4.52,69,Fixed,35.2,36,-1.2129656101117343
